OYO ID,Hotel ID,OYO Product,Feedback ID,Booking ID,Source,Rating,L1,L2,Reviews/Comments,AC,TV,Wifi,Heater,Room,Washroom,Infra,Safety & Security,Check-in/Check-out,Staff & Service,Hygiene,Comfort,Direction,Location,Customer Support,Breakfast,Food,Payment,Pricing,Default,Classification
VRN060,61997,SMART,60337579,119314900,Android App,2,,,breakfast not provide but we have paid amount for breakfast online. so. please refund breakfast amount. and room cost very high as per room provided,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bad
KOL147,3837,SMART,61200341,120037323,bulk_upload,0,,,Good experience. Good food good location room service should improve little staff behaviour average. Spacious for 2 persons. Overall good experience,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Good
BLR777,17570,SMART,60992593,122382793,Android App,4,,,Towel are bad and older. no service person available until 8.30 AM. that is horrible even u wake up 6 am you can't get any tea or coffee until 8.30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bad
AUR099,59643,SMART,60507091,102126357,bulk_upload,0,,,"Not friendly for senior citizens No lift No kitchen in facility, food gets ordered from outside, takes a lot of time to get delivered. Location",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bad
PUN562,50626,SMART,60768050,121226452,Crs,1,,,after online payment done ....but app showing 78 rs balance.....room was not good......worst stay........room was worst...bed  bug in room.....,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
MUM863,46486,CapitalO,60909694,121306525,bulk_upload,0,,,"Nice place to to visit nearby, management was good, rooms were also clean only swimming pool was under maintenance rest eveything thing was good.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
AMI013,59947,CapitalO,60391822,119056237,bulk_upload,0,,,"Nice property well maintained hotel and spacious Rooms and very good Location. 
 staff is also very good. I recommend this property for Family also.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
PUN934,83274,Homes,61201209,121687878,bulk_upload,0,,,"Hotel is good to stay, 300 mts away from main road. For food they kept one menu card with number- but none responded. Came out hungry. staff is ok,",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Average
DEL1267,47895,Homes,61197347,107465546,bulk_upload,0,,,The stay was nice. the guy working there was really sweet and helpful. One request please get help for the guy or atleast give him a personal room.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
NAG145,59027,Townhouse,60494160,119299764,bulk_upload,0,,,"It was nice stay very good location, staff are very good, front staff is very. Rahul is very good to attending his guest, very professional staff.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
NAG145,59027,Townhouse,60562246,118736806,bulk_upload,0,,,Bathrooms are not cleaned on regular basis. And room service needs a check else everything was well rooms were well furnished and good good good,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
TRV009,62374,SMART,60817370,120801897,Android App,4,,,Only concern is I called the hotel and confirmed our arrival one day before inspite of that they asked us to wait for 30 mins to check-in the hotel.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Average
CTG010,46759,SMART,60910898,120765589,bulk_upload,0,,,one of the poor exercises with **** and hotel staff after my Booking they refused my Booking. I want to rate below 1â˜† but I don't have option.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Discard
HYD803,53157,Homes,60482127,120190039,Android App,5,,,Service by srikanth is good. But the property needs few changes. There is no proper drinking water. The windows aren't covered alot of mosquitoes.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
ALD122,74946,Collection O,61196456,120100513,bulk_upload,0,,,Room size is good for solo travelers. The mattress is good which is of around 8 inches. The cleanliness in the room and washroom was also good.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
ALD122,74946,Collection O,60910634,121203374,bulk_upload,0,,,"Very small and stinky room,I tried to cancel but not allowed though,it was so uncomfortable that could not sleep whole night and left hotel at 6 am",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
GOA1446,35412,Homes,60938602,121973340,Android App,4,,,"bed room smelt the worst, toilet necessities were not provided the second day, housekeeping came after 4 pm , knife spoon,etc. were not provided.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
JAI438,37887,Flagship,61208849,121133898,bulk_upload,0,,,"Please thowro cleaning in room and bathroom. 
 
 And others are very good hotel stay and also budget hotel very nice staff and good service 24 hours",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Discard
BLR1540,59572,SMART,61010732,120619770,Crs,3,,,check-in process was not good/receptionist was not ready to show the room before the payment/guest was forced to make the payment at the check-in,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Bad
IND364,61510,SMART,60186779,117575125,Android App,5,,,Very good hotel room and washroom was clean but address was not clear phone number of the hotel to be mentioned to avoid trouble to the customers.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
GRG1660,78391,SMART,60765523,121490256,Android App,1,,,No electricity not even back up and TV was not working instead of saying 4 times at the reception counter no one responded back also not hygienic.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
SKI001,48010,SMART,60822876,121262641,Android App,1,,,"this OYO was worst I have taken,hot water was not provided,insets in the room,tv was not working,no wife was not available,telepons was not working",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
SKI001,48010,SMART,61197214,121683532,bulk_upload,0,,,"room was good, service wasn't that great! place could have been maintained better, we could see old dirty beds simply thrown out on every floor.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
NAG111,48907,SMART,60440885,112587621,Android App,1,,,Extra charges had taken instead of real price again bill had not provide and extra charges had taken.... Management is not proper.....bad experience,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bad
AHM136,3414,SMART,60543415,120403779,Android App,1,,,Taking more money for early check-in according to policy onle 0-30% of money is taking of booking money bt he takes more money for early check-in,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Bad
HYD998,73947,CapitalO,61195227,120003289,bulk_upload,0,,,The bed spread wasn't changed even after repeated requests for 2 hours and at 11 pm in night they told we can't change. The washroom was stinking.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
JOR030,61431,SPOT ON,60252417,118486792,Crs,1,,,it was very bad. after booking price was very high. they want cash payment. room was not good. fan was not working. shifted to the another room.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bad
HYD668,41611,SMART,60805723,121216608,bulk_upload,0,,,"Comfortable stay. 
 Rooms are very spacious. staff support is super. Specially Antaryami was very helpful finding best food nearby. 
 Overall best.",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
NGR011,79192,SMART,60787004,115853853,bulk_upload,0,,,No plug point. There were 2 plug points but it was not working. Tv was the worst one. Tv is there. But no channels. No remote for ac. No heater.,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Average
HUB015,44182,SMART,60503421,119143932,bulk_upload,0,,,Hotel rooms are OK OK at this price but it's not 3star hotel and while checking in Reception persons are very rude and they talk only senseless,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Bad
GOA551,12527,SMART,60562403,119048756,bulk_upload,0,,,Overall experience was good. Good for family and couples but not good for groups. Location is much better near to Baga only. Room was very small.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
NAG152,59845,SPOT ON,60911297,121298275,bulk_upload,0,,,I was with my friend but I have gone through a surgery and conditions was not so good so I found this hotel on MMT which helped me like a brother.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Good
NOD278,16363,SMART,60562153,119970384,bulk_upload,0,,,the worst service of my life....friends please don't book this hotel..I am not giving any rating....yah to 1star rating ke bhi layak nahi hai..,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Bad
KHA014,77190,SMART,61289961,121352651,bulk_upload,0,,,They asked to pay money to hand. We told already paidÂ.... They didn't provide breakfast.. So we paid extra money to stay. Worst experience ever,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Bad
BLR1044,40762,SMART,60347276,119347105,Android App,5,,,"Wonderful hotel in a great location, with superb service. staff also very helpful. 
 Excellent in every way: service, rooms, restaurant. And all.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
MUM480,12414,SMART,60436627,119891437,website,1,,,"Very bad overall experiece, very bad room provided there was leakage in the room above our head and the water kept dripping continiuosly on the bead",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
GOA2272,47121,Homes,61028756,122620182,Android App,5,,,The boy sabir is very good. His behavior is also very good. Very good caretaker. And captain Remain is also very good. His property is very nice,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
GOA2408,51829,Homes,60970587,122354834,Android App,5,,,"Dear OYO, 
 
 Had a wonderful stay at this property, Jitu was a very amazing staff help me a lot during my stay. Keep it up jitu you are a rockstar.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
CHN702,46609,Flagship,60632867,118635760,bulk_upload,0,,,"Unclean bedsheets and insects everywhere, bad foul smell in rooms and hallway, good staff but disgusting washroom sink and stains on bed sheets",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
PUN485,45968,Collection O,61296449,116661728,bulk_upload,0,,,Such a bad experience visiting this property. asking for an empty plate-spoon would cost you 5 bucks. Management is not focusing on cleanliness,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bad
NOD601,57443,Flagship,60974941,122686570,Android App,1,,,i booked it from app as a prepaid booking even though they took extra money at the reception desk kindly take care of it.even services was pathetic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
NOD601,57443,Flagship,60983197,121999628,Android App,1,,,"Rats in the room. God knows about the cleanliness and hygiene which OYO promises. Also, late check-in. Reached around 1 pm still no check-in given",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
BLR1660,73778,Flagship,60513880,120380764,IOS App,1,,,Worst OYO I have ever experienced.. They are making us to eat their hotel only.. very bad experience.. Outside food not allowed is a worst rule..,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bad
GRG516,8482,Flagship,60629165,120954763,Android App,1,,,Mr. Bose night manager  attitude to guest was so wierd ..no manners to talk and attend the guest. Worst ever experience . totally disgusting ..,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
BLR144,1394,SMART,60501249,119721925,IOS App,1,,,Room was not provided which was promised  extra charges of ra 200 collected for early checkin at 9 am but no receipt provided for cash payment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bad
MUM290,6150,SMART,61200777,119795638,bulk_upload,0,,,"The Hotel was under construction still the services were good, the staff was polite and overall it was a nice experience. I travelled for business.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
MUM290,6150,SMART,60856495,121455647,Crs,2,,,TV was not working. Wi-Fi was not working. OYO service was not good. OYO cancelled booking automatically. & booked the property in higher price.,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Bad
DEL1168,45101,CapitalO,60800789,120389352,bulk_upload,0,,,"awesome stay, everything was perfect, thank-you so much for making our stay awesome. and thankyou goibibo for providing this hotel on your site.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Good
KAA003,79054,CapitalO,61199773,121957528,bulk_upload,0,,,"i'm booked for deluxe 3x room but they are not given that. so many of musquitoes, and bathroom was not an hygenic.. very worst experience for me.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
KOV020,10107,SMART,60776142,119331170,Crs,2,,,Guest was asked to make a direct booking and said they are ending up the tie up with OYO/Delay in check-in process/Rating given on behalf of guest,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
PUN921,82249,CapitalO,60764493,120983050,Android App,2,,,"They charged us for complimentary breakfast and even when we wanted to watch TV, cable was not provided and the staff also didn't bother about it",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bad
PNY369,61557,SMART,60478028,116723811,Crs,1,,,Rooms were very dirty/WiFi service was not provided/Mobile network was not available at the hotel/Cupboard was broken/Water leakage in the washroom,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
GNR018,9275,SMART,60806180,120281943,bulk_upload,0,,,"Wonderful stay at that hotel u love it to stay thar 
 food and staff also to good 
 active staff in this hotel 
 food was too yamm 
 all is good",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Good
PUN639,56247,SMART,61217373,119682115,bulk_upload,0,,,Location on near to highway. Restaurant is not available in this Hotel but nearby there is more option for food this is nice one. Service is average,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Average
CHA305,16537,SMART,60860748,119403605,Android App,5,,,staff was too good but the room was so ugly and uncleaned. I'm totally disappointed by your service. . please provide best facility to your guest,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
CHN1147,82721,SMART,61198725,121116829,bulk_upload,0,,,Very good location as it is in the industrial area. Locality is very good. Hotel takes care of all your needs and you can work without any worrying,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
PUN433,42249,Flagship,60795183,120996978,Crs,4,,,"Cleanilness was not good as first/ guest want as they seen in firstly. As guest is a regular guest guest want 
 cleaniness. Bed sheet was not clean.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Bad
PUN433,42249,Flagship,60675846,120841641,Android App,2,,,room service was very slow. landline wasn't working. one of the staff was rude. the pillows and cushions smelled bad. the bedsheets were dirty.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
UDP221,37085,Homes,61194937,119662455,bulk_upload,0,,,The place is nice and the staffs need to be more concerned about the cleaning. But it's quite away from the main city so transportation is quite bad,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Average
GHY336,58154,Silverkey,60260880,118834688,Crs,2,,,Guest booked double bed room but guest got room which provided is single bed. Used bed sheet was given to guest. Room was not clean. Room was good.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Discard
DEL632,10875,Flagship,60391968,118755113,Crs,1,,,Mineral water was not provided/ food quality was bad/ washroom was not hygienic/ linen was dirty/ food was expensive/ washroom fixtures was broken,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Bad
DEL1108,42578,Collection O,60773259,120468790,Crs,2,,,complimentary water was not provided. washroom was not clean. breakfast was not provided. other property jp residency took 500/- extra change.,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Bad
PUN819,76219,Flagship,60503659,119211010,bulk_upload,0,,,This property is good for both family and couple«also friends’ value for moneyðÿ¤‘ðÿ’¸ðÿ’µðÿ’´ðÿ’¶ðÿ’°ðÿ’³ staff¨•ï¸ is also very good supportive,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Good
HYD567,36427,SMART,61289451,120918664,bulk_upload,0,,,I never stayed like that room in my life worst how OYO prefer like that rooms no maintenance washroom so dirty like public toilets on bed insects.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Bad
